TITLE,URL,CONTENT
Article 132-29,/codes/article_lc/LEGIARTI000029370668,"La juridiction qui prononce une peine peut, dans les cas et selon les conditions prévus ci-après, ordonner qu'il sera sursis à son exécution. 
Le président de la juridiction, après le prononcé de la peine assortie du sursis simple, avertit le condamné, lorsqu'il est présent, qu'en cas de condamnation pour une nouvelle infraction qui serait commise dans les délais prévus aux articles 132-35 et 132-37, le sursis pourra être révoqué par la juridiction."
Article 132-30,/codes/article_lc/LEGIARTI000006417419,"En matière criminelle ou correctionnelle, le sursis simple ne peut être ordonné à l'égard d'une personne physique que lorsque le prévenu n'a pas été condamné, au cours des cinq années précédant les faits, pour crime ou délit de droit commun, à une peine de réclusion ou d'emprisonnement.
Le sursis ne peut être ordonné à l'égard d'une personne morale que lorsque celle-ci n'a pas été condamnée, dans le même délai, pour un crime ou un délit de droit commun, à une amende d'un montant supérieur à 60 000 euros."
Article 132-31,/codes/article_lc/LEGIARTI000006417420,"Le sursis simple est applicable, en ce qui concerne les personnes physiques, aux condamnations à l'emprisonnement prononcées pour une durée de cinq ans au plus, à l'amende ou à la peine de jours-amende, aux peines privatives ou restrictives de droits mentionnées à l'article 131-6, à l'exception de la confiscation, et aux peines complémentaires mentionnées à l'article 131-10, à l'exception de la confiscation, de la fermeture d'établissement et de l'affichage. 
Le sursis simple ne peut être ordonné que pour l'emprisonnement lorsque le prévenu a été condamné dans le délai prévu à l'article 132-30 à une peine autre que la réclusion ou l'emprisonnement. 
La juridiction peut décider que le sursis ne s'appliquera à l'exécution de l'emprisonnement que pour une partie dont elle détermine la durée dans la limite de cinq ans."
Article 132-32,/codes/article_lc/LEGIARTI000006417422,"Le sursis simple est applicable, en ce qui concerne les personnes morales, aux condamnations à l'amende et aux peines mentionnées aux 2°, 5°, 6° et 7° de l'article 131-39."
Article 132-33,/codes/article_lc/LEGIARTI000006417424,"En matière contraventionnelle, le sursis simple ne peut être ordonné à l'égard d'une personne physique que lorsque le prévenu n'a pas été condamné, au cours des cinq années précédant les faits, pour crime ou délit de droit commun, à une peine de réclusion ou d'emprisonnement.
Le sursis simple ne peut être ordonné à l'égard d'une personne morale que lorsque celle-ci n'a pas été condamnée, dans le même délai, pour crime ou délit de droit commun, à une amende d'un montant supérieur à 15 000 euros."
Article 132-34,/codes/article_lc/LEGIARTI000006417425,"Le sursis simple est applicable, en ce qui concerne les personnes physiques, aux condamnations aux peines privatives ou restrictives de droits mentionnées à l'article 131-14, à l'exception de la confiscation, aux peines complémentaires prévues par les 1°, 2° et 4° de l'article 131-16 ainsi qu'à la peine complémentaire prévue au premier alinéa de l'article 131-17. Il est également applicable à l'amende prononcée pour les contraventions de la 5e classe. 
En ce qui concerne les personnes morales, le sursis simple est applicable à la peine d'interdiction d'émettre des chèques ou d'utiliser des cartes de paiement prévue par les articles 131-42 et 131-43. Il est également applicable à l'amende prononcée pour les contraventions de la 5e classe."
Article 132-35,/codes/article_lc/LEGIARTI000029370671,"La condamnation pour crime ou délit assortie du sursis simple est réputée non avenue si le condamné qui en bénéficie n'a pas commis, dans le délai de cinq ans à compter de celle-ci, un crime ou un délit de droit commun suivi d'une nouvelle condamnation ayant ordonné la révocation totale du sursis dans les conditions définies à l'article 132-36 ; le caractère non avenu de la condamnation ne fait pas obstacle à la révocation totale ou partielle du sursis en cas d'infraction commise dans le délai de cinq ans."
Article 132-36,/codes/article_lc/LEGIARTI000038313316,"La juridiction peut, par décision spéciale, révoquer totalement ou partiellement, pour une durée ou un montant qu'elle détermine, le sursis antérieurement accordé, quelle que soit la peine qu'il accompagne, lorsqu'elle prononce une nouvelle condamnation à une peine de réclusion ou à une peine d'emprisonnement sans sursis.
La juridiction peut, par décision spéciale, révoquer totalement ou partiellement, pour une durée ou un montant qu'elle détermine, le sursis antérieurement accordé qui accompagne une peine quelconque autre que la réclusion ou l'emprisonnement lorsqu'elle prononce une nouvelle condamnation d'une personne physique ou morale à une peine autre que la réclusion ou l'emprisonnement sans sursis.
Lorsque la juridiction ordonne la révocation du sursis en totalité ou en partie, elle peut, par décision spéciale et motivée, exécutoire par provision, faire incarcérer le condamné."
Article 132-37,/codes/article_lc/LEGIARTI000029370660,"La condamnation pour contravention assortie du sursis simple est réputée non avenue si le condamné qui en bénéficie n'a pas commis, pendant le délai de deux ans à compter de celle-ci, un crime ou un délit de droit commun ou une contravention de la 5e classe suivie d'une nouvelle condamnation ayant ordonné la révocation du sursis dans les conditions définies à l'article 132-36."
Article 132-38,/codes/article_lc/LEGIARTI000029370657,"En cas de révocation du sursis simple ordonnée par la juridiction, la première peine est exécutée sans qu'elle puisse se confondre avec la seconde."
Article 132-39,/codes/article_lc/LEGIARTI000029370654,"Lorsque le bénéfice du sursis simple n'a été accordé que pour une partie de la peine, la condamnation est réputée non avenue dans tous ses éléments si la révocation totale du sursis n'a pas été prononcée dans les conditions prévues à l'article 132-36, la peine de jours-amende ou l'amende ou la partie de l'amende non assortie du sursis restant due."
Article 132-40,/codes/article_lc/LEGIARTI000038313559,"La juridiction qui prononce un emprisonnement peut, dans les conditions prévues ci-après, ordonner qu'il sera sursis à son exécution, la personne physique condamnée étant placée sous le régime de la probation.
Après le prononcé de l'emprisonnement assorti du sursis probatoire, le président de la juridiction notifie au condamné, lorsqu'il est présent, les obligations à respecter durant le délai de probation et l'avertit des conséquences qu'entraînerait une condamnation pour une nouvelle infraction commise au cours de ce délai ou un manquement aux mesures de contrôle et aux obligations particulières qui lui sont imposées. Il l'informe de la possibilité qu'il aura de voir déclarer sa condamnation non avenue s'il observe une conduite satisfaisante.
Lorsque la juridiction prononce, à titre de peine complémentaire, la peine d'interdiction du territoire français pour une durée de dix ans au plus, il est sursis à son exécution durant le temps de la probation prévue au premier alinéa."
Article 132-41,/codes/article_lc/LEGIARTI000038313553,"Le sursis probatoire est applicable aux condamnations à l'emprisonnement prononcées pour une durée de cinq ans au plus, en raison d'un crime ou d'un délit de droit commun. Lorsque la personne est en état de récidive légale, il est applicable aux condamnations à l'emprisonnement prononcées pour une durée de dix ans au plus.
Toutes les fois que la juridiction n'a pas prononcé l'exécution provisoire, la probation n'est applicable qu'à compter du jour où la condamnation devient exécutoire selon les dispositions du deuxième alinéa de l'article 708 du code de procédure pénale.
La juridiction pénale ne peut prononcer le sursis probatoire à l'encontre d'une personne ayant déjà fait l'objet de deux condamnations assorties du sursis probatoire pour des délits identiques ou assimilés au sens des articles 132-16 à 132-16-4 et se trouvant en état de récidive légale. Lorsqu'il s'agit soit d'un crime, soit d'un délit de violences volontaires, d'un délit d'agressions ou d'atteintes sexuelles ou d'un délit commis avec la circonstance aggravante de violences, la juridiction ne peut prononcer le sursis probatoire à l'encontre d'une personne ayant déjà fait l'objet d'une condamnation assortie du sursis probatoire pour des infractions identiques ou assimilées et se trouvant en état de récidive légale. Toutefois, ces dispositions ne sont pas applicables lorsque le sursis probatoire ne porte que sur une partie de la peine d'emprisonnement prononcée en application des dispositions du dernier alinéa de l'article 132-42."
Article 132-41-1,/codes/article_lc/LEGIARTI000038271812,"Lorsque la personnalité et la situation matérielle, familiale et sociale de l'auteur d'un crime ou délit puni d'une peine d'emprisonnement et les faits de l'espèce justifient un accompagnement socio-éducatif individualisé et soutenu, la juridiction peut décider que le sursis probatoire consistera en un suivi renforcé, pluridisciplinaire et évolutif, faisant l'objet d'évaluations régulières par le service pénitentiaire d'insertion et de probation, afin de prévenir la récidive en favorisant l'insertion ou la réinsertion de la personne au sein de la société. Dans ce cas, le dernier alinéa de l'article 132-41 n'est pas applicable. Si elle dispose d'éléments d'information suffisants sur la personnalité du condamné et sur sa situation matérielle, familiale et sociale, la juridiction peut alors définir les obligations et interdictions particulières auxquelles celui-ci est astreint. Dans le cas contraire, ces obligations et interdictions sont déterminées par le juge de l'application des peines dans des conditions et selon des modalités précisées par le code de procédure pénale, après évaluation de la personnalité et de la situation matérielle, familiale et sociale du condamné par le service pénitentiaire d'insertion et de probation."
Article 132-42,/codes/article_lc/LEGIARTI000038313549,"La juridiction pénale fixe le délai de probation qui ne peut être inférieur à douze mois ni supérieur à trois ans. Lorsque la personne est en état de récidive légale, ce délai peut être porté à cinq ans. Ce délai peut être porté à sept ans lorsque la personne se trouve à nouveau en état de récidive légale.
Elle peut décider que le sursis ne s'appliquera à l'exécution de l'emprisonnement que pour une partie dont elle détermine la durée. Cette partie ne peut toutefois excéder cinq ans d'emprisonnement."
Article 132-43,/codes/article_lc/LEGIARTI000042193549,"Au cours du délai de probation, le condamné doit satisfaire aux mesures de contrôle qui sont prévues par l'article 132-44 et à celles des obligations particulières prévues par l'article 132-45 qui lui sont spécialement imposées. En outre, le condamné peut bénéficier de mesures d'aide destinées à favoriser son reclassement social. 
Ces mesures et obligations particulières, à l'exception des interdictions de contact ou de paraître prévues au même article 132-45, cessent de s'appliquer et le délai de probation est suspendu pendant le temps où le condamné est incarcéré. Le délai de probation est également suspendu pendant le temps où le condamné accomplit les obligations du service national."
Article 132-44,/codes/article_lc/LEGIARTI000038313537,"Les mesures de contrôle auxquelles le condamné doit se soumettre sont les suivantes :

1° Répondre aux convocations du juge de l'application des peines ou du service pénitentiaire d'insertion et de probation désigné ;


2° Recevoir les visites du service pénitentiaire d'insertion et de probation et lui communiquer les renseignements ou documents de nature à permettre le contrôle de ses moyens d'existence et de l'exécution de ses obligations ;


3° Prévenir le service pénitentiaire d'insertion et de probation de ses changements d'emploi ;


4° Prévenir le service pénitentiaire d'insertion et de probation de ses changements de résidence ou de tout déplacement dont la durée excéderait quinze jours et rendre compte de son retour ;


5° Obtenir l'autorisation préalable du juge de l'application des peines pour tout changement d'emploi ou de résidence, lorsque ce changement est de nature à mettre obstacle à l'exécution de ses obligations ;

6° Informer préalablement le juge de l'application des peines de tout déplacement à l'étranger."
Article 132-45,/codes/article_lc/LEGIARTI000043341979,"La juridiction de condamnation ou le juge de l'application des peines peut imposer spécialement au condamné l'observation de l'une ou de plusieurs des obligations suivantes : 
1° Exercer une activité professionnelle ou suivre un enseignement ou une formation professionnelle ; 
2° Etablir sa résidence en un lieu déterminé ; 
3° Se soumettre à des mesures d'examen médical, de traitement ou de soins, même sous le régime de l'hospitalisation. Ces mesures peuvent consister en l'injonction thérapeutique prévue par les articles L. 3413-1 à L. 3413-4 du code de la santé publique, lorsqu'il apparaît que le condamné fait usage de stupéfiants ou fait une consommation habituelle et excessive de boissons alcooliques. Une copie de la décision ordonnant ces mesures est adressée par le juge de l'application des peines au médecin ou au psychologue qui doit suivre la personne condamnée. Les rapports des expertises réalisées pendant la procédure sont adressés au médecin ou au psychologue, à leur demande ou à l'initiative du juge de l'application des peines. Celui-ci peut également leur adresser toute autre pièce utile du dossier ; 
4° Justifier qu'il contribue aux charges familiales ou acquitte régulièrement les pensions alimentaires dont il est débiteur ; 
5° Réparer en tout ou partie, en fonction de ses facultés contributives, les dommages causés par l'infraction, même en l'absence de décision sur l'action civile ; 
6° Justifier qu'il acquitte en fonction de ses facultés contributives les sommes dues au Trésor public à la suite de la condamnation ; 
7° S'abstenir de conduire certains véhicules déterminés par les catégories de permis prévues par le code de la route ou de conduire un véhicule qui ne soit pas équipé, par un professionnel agréé ou par construction, d'un dispositif homologué d'antidémarrage par éthylotest électronique ; 
7° bis Sous réserve de son accord, s'inscrire et se présenter aux épreuves du permis de conduire, le cas échéant après avoir suivi des leçons de conduite ; 
8° Ne pas se livrer à l'activité dans l'exercice ou à l'occasion de l'exercice de laquelle l'infraction a été commise ou ne pas exercer une activité impliquant un contact habituel avec des mineurs ; 
9° S'abstenir de paraître en tout lieu, toute catégorie de lieux ou toute zone spécialement désignés ; 
10° Ne pas engager de paris, notamment dans les organismes de paris mutuels, et ne pas prendre part à des jeux d'argent et de hasard ; 
11° Ne pas fréquenter les débits de boissons ; 
12° Ne pas fréquenter certains condamnés, notamment les auteurs ou complices de l'infraction ; 
13° S'abstenir d'entrer en relation avec certaines personnes, dont la victime, ou certaines catégories de personnes, et notamment des mineurs, à l'exception, le cas échéant, de ceux désignés par la juridiction ; 
14° Ne pas détenir ou porter une arme ; 
15° Accomplir à ses frais un des stages prévus à l'article 131-5-1 du présent code ; 
16° S'abstenir de diffuser tout ouvrage ou oeuvre audiovisuelle dont il serait l'auteur ou le coauteur et qui porterait, en tout ou partie, sur l'infraction commise et s'abstenir de toute intervention publique relative à cette infraction ; les dispositions du présent alinéa ne sont applicables qu'en cas de condamnation pour crimes ou délits d'atteintes volontaires à la vie, d'agressions sexuelles ou d'atteintes sexuelles ; 
17° Remettre ses enfants entre les mains de ceux auxquels la garde a été confiée par décision de justice ; 
18° En cas d'infraction commise soit contre son conjoint, son concubin ou son partenaire lié par un pacte civil de solidarité, soit contre ses enfants ou ceux de son conjoint, concubin ou partenaire, résider hors du domicile ou de la résidence du couple et, le cas échéant, s'abstenir de paraître dans ce domicile ou cette résidence ou aux abords immédiats de celui-ci, ainsi que, si nécessaire, faire l'objet d'une prise en charge sanitaire, sociale ou psychologique ; les dispositions du présent 19° sont également applicables lorsque l'infraction est commise par l'ancien conjoint ou concubin de la victime, ou par la personne ayant été liée à elle par un pacte civil de solidarité, le domicile concerné étant alors celui de la victime. Pour l'application du présent 19°, l'avis de la victime est recueilli, dans les meilleurs délais et par tous moyens, sur l'opportunité d'imposer au condamné de résider hors du logement du couple. Sauf circonstances particulières, cette mesure est prise lorsque sont en cause des faits de violences susceptibles d'être renouvelés et que la victime la sollicite. La juridiction peut préciser les modalités de prise en charge des frais afférents à ce logement ; 
18° bis Respecter l'interdiction de se rapprocher d'une victime de violences commises au sein du couple prévue à l'article 132-45-1 du présent code contrôlée par un dispositif électronique mobile anti-rapprochement ; 
19° Obtenir l'autorisation préalable du juge de l'application des peines pour tout déplacement à l'étranger ; 
20° Respecter les conditions d'une prise en charge sanitaire, sociale, éducative ou psychologique, destinée à permettre sa réinsertion et l'acquisition des valeurs de la citoyenneté ; cette prise en charge peut, le cas échéant, intervenir au sein d'un établissement d'accueil adapté dans lequel le condamné est tenu de résider ; 
21° L'obligation d'accomplir un travail d'intérêt général, selon les modalités prévues à l'article 131-8 ; 
22° L'injonction de soins, dans les conditions prévues aux articles L. 3711-1 à L. 3711-5 du code de la santé publique, si la personne a été condamnée pour un délit pour lequel le suivi socio-judiciaire est encouru et qu'une expertise médicale a conclu qu'elle était susceptible de faire l'objet d'un traitement ; 
23° L'obligation de justifier de la remise d'un bien dont la confiscation a été ordonnée ; 
24° L'obligation de justifier du paiement régulier des impôts ; 
25° L'obligation de justifier de la tenue d'une comptabilité régulière certifiée par un commissaire aux comptes."
Article 132-45-1,/codes/article_lc/LEGIARTI000039778315,"En cas d'infraction punie d'au moins trois ans d'emprisonnement commise contre son conjoint, son concubin ou son partenaire lié par un pacte civil de solidarité, y compris lorsqu'ils ne cohabitent pas, ou commise par l'ancien conjoint ou concubin de la victime ou par la personne ayant été liée à elle par un pacte civil de solidarité, la juridiction peut, à la demande ou avec le consentement exprès de la victime, qui peut être recueilli par tout moyen :
1° Interdire au condamné de se rapprocher de la victime à moins d'une certaine distance fixée par la décision ;
2° Et, afin d'assurer le respect de cette interdiction, astreindre le condamné au port, pendant toute la durée de la mesure, d'un bracelet intégrant un émetteur permettant à tout moment de déterminer à distance sa localisation sur l'ensemble du territoire national et permettant de déterminer s'il s'approche de la victime à qui a été attribué un dispositif électronique permettant également de déterminer sa localisation.
Le condamné est avisé que la pose du bracelet ne peut être effectuée sans son consentement mais que le fait de la refuser constitue une violation des obligations qui lui incombent et peut donner lieu à la révocation de la mesure. Ce dispositif est homologué par le ministre de la justice. Sa mise en œuvre doit garantir le respect de la dignité, de l'intégrité et de la vie privée de la personne et ne doit pas entraver son insertion sociale.
Un décret en Conseil d'Etat précise les modalités d'application du présent article. Ce décret en Conseil d'Etat, pris après avis de la Commission nationale de l'informatique et des libertés, autorise la mise en œuvre d'un traitement automatisé de données à caractère personnel assurant le contrôle à distance de la localisation du condamné et de la victime ; ce décret peut étendre les finalités du traitement prévu à l'article 763-13 du code de procédure pénale. Les personnes contribuant au contrôle à distance, qui ne peut conduire à imposer la présence du condamné dans certains lieux, peuvent être des personnes privées habilitées dans des conditions prévues par ce décret."
Article 132-46,/codes/article_lc/LEGIARTI000038313518,"Les mesures d'aide ont pour objet de seconder les efforts du condamné en vue de son reclassement social.
Ces mesures, qui s'exercent sous forme d'une aide à caractère social et, s'il y a lieu, d'une aide matérielle, sont mises en oeuvre par le service pénitentiaire d'insertion et de probation avec la participation, le cas échéant, de tous organismes publics et privés."
Article 132-47,/codes/article_lc/LEGIARTI000038313506,"Le sursis probatoire peut être révoqué par la juridiction de jugement dans les conditions prévues par l'article 132-48.
Il peut également l'être par le juge de l'application des peines, selon les modalités prévues par le code de procédure pénale, lorsque le condamné n'a pas satisfait aux mesures de contrôle et aux obligations particulières qui lui étaient imposées. Tout manquement à ces mesures et obligations commis après que la probation est devenue exécutoire peut justifier la révocation du sursis. Si cette révocation est ordonnée alors que la condamnation n'avait pas encore acquis un caractère définitif, elle devient caduque dans le cas où cette condamnation serait ultérieurement infirmée ou annulée."
Article 132-48,/codes/article_lc/LEGIARTI000038313500,"Si le condamné commet, au cours du délai de probation, un crime ou un délit de droit commun suivi d'une condamnation à une peine privative de liberté sans sursis, la juridiction de jugement peut, après avis du juge de l'application des peines, ordonner la révocation en totalité ou en partie du ou des sursis antérieurement accordés. Cette révocation ne peut être ordonnée pour des infractions commises avant que la condamnation assortie du sursis ait acquis un caractère définitif.
La mesure d'interdiction du territoire français est exécutoire de plein droit en cas de révocation totale du sursis probatoire dans les conditions prévues au présent article."
Article 132-49,/codes/article_lc/LEGIARTI000038313503,La décision ordonnant la révocation partielle du sursis ne met pas fin au régime de la probation et n'attache pas à la condamnation les effets d'une condamnation sans sursis.
Article 132-50,/codes/article_lc/LEGIARTI000038313515,"Si la juridiction ordonne l'exécution de la totalité de l'emprisonnement et si le sursis probatoire a été accordé après une première condamnation déjà prononcée sous le même bénéfice, elle peut, par décision spéciale, ordonner que la première peine sera également exécutée."
Article 132-51,/codes/article_lc/LEGIARTI000006417458,"Lorsque la juridiction ordonne la révocation du sursis en totalité ou en partie, elle peut, par décision spéciale et motivée, exécutoire par provision, faire incarcérer le condamné."
Article 132-52,/codes/article_lc/LEGIARTI000038313497,"La condamnation assortie du sursis probatoire est réputée non avenue lorsque le condamné n'a pas fait l'objet d'une décision ordonnant l'exécution de la totalité de l'emprisonnement.
Lorsque le bénéfice du sursis probatoire n'a été accordé que pour une partie de l'emprisonnement, la condamnation est réputée non avenue dans tous ses éléments si la révocation du sursis n'a pas été prononcée dans les conditions prévues par l'alinéa précédent.
Le caractère non avenu de la condamnation ne fait pas obstacle à la prolongation ou à la révocation totale ou partielle du sursis probatoire dès lors que le manquement ou l'infraction ont été commis avant l'expiration du délai de probation."
Article 132-53,/codes/article_lc/LEGIARTI000038313510,"Si le sursis probatoire a été accordé après une première condamnation déjà prononcée sous le même bénéfice, cette première condamnation est réputée non avenue si la seconde vient elle-même à être déclarée ou réputée non avenue dans les conditions et les délais prévus par le premier alinéa de l'article 132-52 ci-dessus ou par l'article 744 du code de procédure pénale."
Article 132-54 (abrogé),,"La juridiction peut, dans les conditions et selon les modalités prévues aux articles 132-40 et 132-41, prévoir que le condamné accomplira, pour une durée de vingt à deux cent quatre-vingts heures, un travail d'intérêt général non rémunéré au profit soit d'une personne morale de droit public, soit d'une personne morale de droit privé chargée d'une mission de service public ou d'une association habilitées à mettre en œuvre des travaux d'intérêt général. 

La juridiction peut en outre soumettre le condamné à tout ou partie des obligations prévues à l'article 132-45 pour une durée qui ne peut excéder dix-huit mois. L'exécution du travail d'intérêt général avant la fin de ce délai ne met pas fin à ces obligations. 

Le sursis assorti de l'obligation d'accomplir un travail d'intérêt général ne peut être ordonné lorsque le prévenu le refuse ou n'est pas présent à l'audience. Toutefois, ce sursis peut être ordonné lorsque le prévenu, absent à l'audience, a fait connaître par écrit son accord et qu'il est représenté par son avocat. 

Les modalités d'application de l'obligation d'accomplir un travail d'intérêt général sont régies par les dispositions des articles 131-22 à 131-24. Dès l'accomplissement de la totalité du travail d'intérêt général, la condamnation est considérée comme non avenue sauf s'il a été fait application des dispositions prévues au dernier alinéa de l'article 132-55."
Article 132-55 (abrogé),,"Au cours du délai fixé par la juridiction pour accomplir un travail d'intérêt général, le condamné doit, outre l'obligation d'accomplir le travail prescrit, satisfaire aux mesures de contrôle suivantes : 
1° Répondre aux convocations du juge de l'application des peines ou du travailleur social désigné ; 
2° Se soumettre à l'examen médical préalable à l'exécution de la peine qui a pour but de rechercher s'il n'est pas atteint d'une affection dangereuse pour les autres travailleurs et de s'assurer qu'il est médicalement apte au travail auquel il est envisagé de l'affecter ; 
3° Justifier des motifs de ses changements d'emploi ou de résidence qui font obstacle à l'exécution du travail d'intérêt général selon les modalités fixées ; 
4° Obtenir l'autorisation préalable du juge de l'application des peines pour tout déplacement qui ferait obstacle à l'exécution du travail d'intérêt général selon les modalités fixées ; 
5° Recevoir les visites du travailleur social et lui communiquer tous documents ou renseignements relatifs à l'exécution de la peine. 
Il doit également satisfaire à celles des obligations particulières prévues à l'article 132-45 que la juridiction lui a spécialement imposées et dont celle-ci a précisé la durée qui ne peut excéder dix-huit mois."
Article 132-56 (abrogé),,"Le sursis assorti de l'obligation d'accomplir un travail d'intérêt général suit les mêmes règles que celles qui sont prévues pour le sursis avec mise à l'épreuve, à l'exception de celles qui sont contenues au second alinéa de l'article 132-42 et au deuxième alinéa de l'article 132-52 ; l'obligation d'accomplir un travail d'intérêt général est assimilée à une obligation particulière du sursis avec mise à l'épreuve et le délai prévu à l'article 131-22 assimilé au délai d'épreuve."
Article 132-57 (abrogé),,"Lorsqu'une condamnation pour un délit de droit commun comportant une peine d'emprisonnement ferme de six mois au plus a été prononcée, le juge de l'application des peines peut, lorsque cette condamnation n'est plus susceptible de faire l'objet d'une voie de recours par le condamné, ordonner qu'il sera sursis à l'exécution de cette peine et que le condamné accomplira, pour une durée de vingt à deux cent quatre-vingts heures, un travail d'intérêt général non rémunéré au profit soit d'une personne morale de droit public, soit d'une personne morale de droit privé chargée d'une mission de service public ou d'une association habilitées à mettre en œuvre des travaux d'intérêt général. L'exécution de l'obligation d'accomplir un travail d'intérêt général est soumise aux prescriptions du troisième alinéa de l'article 132-54 et des articles 132-55 et 132-56. Le juge de l'application des peines peut également décider que le condamné effectuera une peine de jours-amende, conformément aux dispositions des articles 131-5 et 131-25.
Le présent article est applicable aux peines d'emprisonnement ayant fait l'objet d'un sursis partiel, assorti ou non d'une mise à l'épreuve, lorsque la partie ferme de la peine est inférieure ou égale à six mois. Dans ce cas, la partie de la peine avec sursis demeure applicable. 
Le présent article est également applicable aux peines d'emprisonnement inférieures ou égales à six mois résultant de la révocation d'un sursis, assorti ou non d'une mise à l'épreuve. 
En cas d'exécution partielle d'un travail d'intérêt général, le juge de l'application des peines peut ordonner la conversion de la partie non exécutée en jours-amende."
Article 132-58,/codes/article_lc/LEGIARTI000006417472,"En matière correctionnelle ou, sauf dans les cas prévus aux articles 132-63 à 132-65, en matière contraventionnelle, la juridiction peut, après avoir déclaré le prévenu coupable et statué, s'il y a lieu, sur la confiscation des objets dangereux ou nuisibles, soit dispenser le prévenu de toute autre peine, soit ajourner le prononcé de celle-ci dans les cas et conditions prévus aux articles ci-après. 
En même temps qu'elle se prononce sur la culpabilité du prévenu, la juridiction statue, s'il y a lieu, sur l'action civile."
Article 132-59,/codes/article_lc/LEGIARTI000006417473,"La dispense de peine peut être accordée lorsqu'il apparaît que le reclassement du coupable est acquis, que le dommage causé est réparé et que le trouble résultant de l'infraction a cessé.
   La juridiction qui prononce une dispense de peine peut décider que sa décision ne sera pas mentionnée au casier judiciaire.
   La dispense de peine ne s'étend pas au paiement des frais du procès."
Article 132-60,/codes/article_lc/LEGIARTI000006417474,"La juridiction peut ajourner le prononcé de la peine lorsqu'il apparaît que le reclassement du coupable est en voie d'être acquis, que le dommage causé est en voie d'être réparé et que le trouble résultant de l'infraction va cesser.
   Dans ce cas, elle fixe dans sa décision la date à laquelle il sera statué sur la peine.
   L'ajournement ne peut être ordonné que si la personne physique prévenue ou le représentant de la personne morale prévenue est présent à l'audience."
Article 132-61,/codes/article_lc/LEGIARTI000006417475,"A l'audience de renvoi, la juridiction peut soit dispenser le prévenu de peine, soit prononcer la peine prévue par la loi, soit ajourner une nouvelle fois le prononcé de la peine dans les conditions et selon les modalités prévues à l'article 132-60."
Article 132-62,/codes/article_lc/LEGIARTI000006417476,La décision sur la peine intervient au plus tard un an après la première décision d'ajournement.
Article 132-63,/codes/article_lc/LEGIARTI000042779834,"Lorsque le prévenu, personne physique, est présent à l'audience, la juridiction peut ajourner le prononcé de la peine dans les conditions et selon les modalités définies à l'article 132-60 en plaçant l'intéressé sous le régime de la probation pendant un délai qui ne peut être supérieur à un an. Sa décision est exécutoire par provision."
Article 132-64,/codes/article_lc/LEGIARTI000042779842,"Le régime de la probation, tel qu'il résulte des articles 132-43 à 132-46, est applicable à l'ajournement avec probation."
Article 132-65,/codes/article_lc/LEGIARTI000042779850,"A l'audience de renvoi, la juridiction peut, en tenant compte de la conduite du coupable au cours du délai de probation, soit le dispenser de peine, soit prononcer la peine prévue par la loi, soit ajourner une nouvelle fois le prononcé de la peine dans les conditions et selon les modalités prévues à l'article 132-63. Avec l'accord du procureur de la République, le juge de l'application des peines peut, trente jours avant l'audience de renvoi, prononcer lui-même la dispense de peine, à l'issue d'un débat contradictoire tenu conformément aux dispositions de l'article 712-6 du code de procédure pénale.
La décision sur la peine intervient au plus tard un an après la première décision d'ajournement."
Article 132-66,/codes/article_lc/LEGIARTI000006417481,"Dans les cas prévus par les lois ou les règlements qui répriment des manquements à des obligations déterminées, la juridiction qui ajourne le prononcé de la peine peut enjoindre à la personne physique ou à la personne morale déclarée coupable de se conformer à une ou plusieurs des prescriptions prévues par ces lois ou règlements.
   La juridiction impartit un délai pour l'exécution de ces prescriptions."
Article 132-67,/codes/article_lc/LEGIARTI000006417482,"La juridiction peut assortir l'injonction d'une astreinte lorsque celle-ci est prévue par la loi ou le règlement ; dans ce cas, elle fixe, dans les limites prévues par la loi ou le règlement, le taux de l'astreinte et la durée maximale pendant laquelle celle-ci sera applicable.
   L'astreinte cesse de courir le jour où les prescriptions énumérées par l'injonction ont été exécutées."
Article 132-68,/codes/article_lc/LEGIARTI000006417483,"L'ajournement avec injonction ne peut intervenir qu'une fois ; il peut être ordonné même si la personne physique prévenue ou le représentant de la personne morale prévenue n'est pas présent.
   Dans tous les cas, la décision peut être assortie de l'exécution provisoire."
Article 132-69,/codes/article_lc/LEGIARTI000006417484,"A l'audience de renvoi, lorsque les prescriptions énumérées par l'injonction ont été exécutées dans le délai fixé, la juridiction peut soit dispenser le coupable de peine, soit prononcer les peines prévues par la loi ou le règlement.
   Lorsque les prescriptions ont été exécutées avec retard, la juridiction liquide, s'il y a lieu, l'astreinte et prononce les peines prévues par la loi ou le règlement.
   Lorsqu'il y a inexécution des prescriptions, la juridiction liquide s'il y a lieu l'astreinte, prononce les peines et peut en outre, dans les cas et selon les conditions prévues par la loi ou le règlement, ordonner que l'exécution de ces prescriptions sera poursuivie d'office aux frais du condamné.
   Sauf dispositions contraires, la décision sur la peine intervient au plus tard un an après la décision d'ajournement."
Article 132-70,/codes/article_lc/LEGIARTI000006417486,"Le taux de l'astreinte, tel qu'il a été fixé par la décision d'ajournement, ne peut être modifié.
   Pour la liquidation de l'astreinte, la juridiction apprécie l'inexécution ou le retard dans l'exécution des prescriptions en tenant compte, s'il y a lieu, de la survenance d'événements qui ne sont pas imputables au coupable.
   L'astreinte ne donne pas lieu à contrainte judiciaire."
